city_roundroute,flt_ym,flt_count,prev_total,exbag_rev_total,cargow_total,cargo_rev_total,mail_rev_total,pax_total,avg_loadrate,avgPaxRev
Danang : Chengdu,2016-09,14,5791740640.0,0.0,484.0,3951641.0,0.0,2227.0,0.8645186335403726,2600691.8006286486
Danang : Chengdu,2016-10,18,7485384240.0,0.0,0.0,0.0,0.0,3152.0,0.9516908212560387,2374804.6446700506
Danang : Chengdu,2016-11,20,8317094400.0,0.0,0.0,0.0,0.0,3367.0,0.9149456521739131,2470179.506979507
Danang : Chengdu,2016-12,26,10885120000.0,0.0,243.0,1953745.0,0.0,4618.0,0.9653010033444817,2357106.972715461
Danang : Chengdu,2017-01,24,10921341000.0,0.0,0.0,0.0,0.0,4047.0,0.8917271275076747,2698626.389918458
Danang : Chengdu,2017-02,21,9318225000.0,0.0,369.0,2441397.0,0.0,4180.0,0.9805301430917195,2229240.4306220096
Danang : Chengdu,2017-03,26,11358385000.0,0.0,859.0,5688800.0,0.0,4923.0,0.9327396741189844,2307208.003250051
Danang : Chengdu,2017-04,27,11875125600.0,0.0,1372.0,9090549.0,0.0,5225.0,0.9532931946725051,2272751.311004785
Danang : Chengdu,2017-05,25,12022983200.0,0.0,272.0,1820391.0,0.0,4591.0,0.9046305418719212,2618815.769984753
Danang : Chengdu,2017-06,23,11318938000.0,0.0,1699.0,11483449.0,0.0,4586.0,0.9822231741272222,2468150.4579153946
Danang : Chengdu,2017-07,27,11850361400.0,0.0,440.0,2915763.0,0.0,5125.0,0.9350483488414524,2312265.6390243904
Danang : Chengdu,2017-08,24,10755990800.0,0.0,1277.0,8848434.0,0.0,4408.0,0.9047619047619048,2440106.8058076226
Danang : Chengdu,2017-09,23,9968032200.0,0.0,5006.0,88105966.0,0.0,4247.0,0.9096166202612979,2347076.1007770193
Danang : Chengdu,2017-10,25,10884279800.0,0.0,4248.0,62025389.0,0.0,5007.0,0.9866009852216748,2173812.6223287396
Danang : Chengdu,2017-11,22,9778621400.0,0.0,4271.0,47493804.0,0.0,4385.0,0.9818629646215854,2230016.282782212
Danang : Chengdu,2017-12,24,11755407600.0,0.0,2463.0,67918392.0,0.0,4860.0,0.9975369458128079,2418808.1481481483
Danang : Chengdu,2018-01,24,11020459650.0,0.0,3631.0,57924692.0,0.0,4858.0,0.9971264367816093,2268517.8365582544
Danang : Chengdu,2018-02,22,10150913250.0,0.0,5592.0,76465283.0,0.0,4428.0,0.9914912673533363,2292437.5
Danang : Chengdu,2018-03,24,11077323600.0,0.0,5186.0,95976648.0,0.0,3953.0,0.8113711001642036,2802257.4247407033
Danang : Chengdu,2018-04,26,11852264170.0,0.0,3359.0,52440204.0,0.0,4604.0,0.8723001136794241,2574340.610338836
Danang : Chengdu,2018-05,23,10747398280.0,0.0,3949.0,62700495.0,0.0,4475.0,0.9584493467551939,2401653.2469273745
Danang : Chengdu,2018-06,22,10204118780.0,0.0,4034.0,62335028.0,0.0,4405.0,0.9863412449619346,2316485.5346197505
Danang : Chengdu,2018-07,25,10795781500.0,0.0,4697.0,58254576.0,0.0,4822.0,0.9501477832512316,2238859.705516383
Danang : Chengdu,2018-08,24,10529108760.0,0.0,2744.0,46443162.0,0.0,4514.0,0.9265188834154352,2332545.139565795
Danang : Chengdu,2018-09,24,10379304000.0,0.0,3707.0,48176552.0,0.0,4690.0,0.9626436781609194,2213071.2153518125
Danang : Chengdu,2018-10,25,10879304000.0,0.0,4220.0,59615028.0,0.0,4944.0,0.9741871921182266,2200506.4724919093
Danang : Chengdu,2018-11,24,11152274000.0,0.0,3483.0,33572859.0,81696422.0,4770.0,0.979064039408867,2338002.935010482
Danang : Chengdu,2018-12,27,13073889500.0,0.0,698.0,12602838.0,40908240.0,5380.0,0.9815727057106367,2430090.9851301117
Danang : Chengdu,2019-01,23,10736046700.0,0.0,1948.0,29072376.0,3375123.0,4630.0,0.9916470336260441,2318800.583153348
Danang : Chengdu,2019-02,22,9969935500.0,0.0,2380.0,82163656.0,15379908.0,4193.0,0.9388714733542319,2377757.0951585975
Danang : Chengdu,2019-03,27,11920770000.0,0.0,1635.0,25348671.0,4930153.0,4808.0,0.8772121875570151,2479361.4808652247
Danang : Chengdu,2019-04,20,8471820000.0,0.0,9847.0,210759336.0,4243516.0,3436.0,0.8463054187192119,2465605.355064028
Danang : Chengdu,2019-05,19,8744980000.0,0.0,11025.0,216420453.0,3720966.0,3336.0,0.864920922997148,2621396.882494005
Danang : Chengdu,2019-06,12,4955970000.0,0.0,7969.0,183990404.0,5976517.0,2182.0,0.8957307060755336,2271296.9752520625
Danang : Chengdu,2019-07,12,5336000000.0,0.0,10078.0,217271244.0,30440477.0,2139.0,0.8780788177339902,2494623.6559139783
Danang : Chengdu,2019-08,3,1368990000.0,0.0,2383.0,54743803.0,0.0,582.0,0.9556650246305418,2352216.494845361
Danang : Chengdu,2019-09,1,144237070.0,0.0,0.0,0.0,0.0,183.0,0.9014778325123152,788180.7103825137
Danang : Chengdu,2019-10,24,6588426020.0,6037700.0,13361.0,347351415.0,4808982.0,3160.0,0.6553865924180767,2084944.9430379746
Danang : Chengdu,2019-11,26,10166412310.0,62303000.0,15018.0,293879727.0,54104203.0,3810.0,0.7280858197274989,2668349.687664042
Danang : Chengdu,2019-12,2,650642200.0,0.0,2136.0,50063884.0,0.0,152.0,0.37438423645320196,4280540.7894736845
Danang : Chongju,2016-11,10,8757789000.0,0.0,0.0,0.0,0.0,1722.0,0.9358695652173912,5085824.041811847
Danang : Chongju,2017-08,4,4227315000.0,0.0,0.0,0.0,0.0,688.0,0.9347826086956522,6144353.197674419
Danang : Chongju,2017-10,1,874912500.0,0.0,0.0,0.0,0.0,173.0,0.9402173913043478,5057297.687861272
Danang : Chongju,2017-11,14,12258015000.0,0.0,0.0,0.0,0.0,2410.0,0.9355590062111802,5086313.278008299
Danang : Chongju,2017-12,8,7483105000.0,0.0,0.0,0.0,0.0,1374.0,0.9412783952125061,5446219.068413392
Danang : Chongju,2018-01,1,943917500.0,0.0,0.0,0.0,0.0,172.0,0.9347826086956522,5487892.441860465
Danang : Chongju,2018-11,12,10982737920.0,0.0,0.0,0.0,0.0,2083.0,0.9487003338218533,5272557.8108497355
Danang : Chongju,2018-12,5,4576140800.0,0.0,0.0,0.0,0.0,874.0,0.95,5235859.038901602
Danang : Chongju,2019-05,3,2638988400.0,0.0,0.0,0.0,0.0,536.0,0.9710144927536232,4923485.820895523
Danang : Chongju,2019-06,8,7037302400.0,0.0,0.0,0.0,0.0,1430.0,0.9714673913043478,4921190.48951049
Danang : Chongju,2019-11,9,7668648400.0,0.0,0.0,0.0,0.0,1599.0,0.9655797101449275,4795902.689180738
Danang : Chongju,2019-12,6,3823811300.0,0.0,0.0,0.0,0.0,565.0,0.5117753623188405,6767807.610619469
Danang : Guangzhou,2015-01,18,3780154212.0,0.0,13674.0,145022380.0,0.0,2576.0,0.7678586302087052,1467451.1692546583
Danang : Guangzhou,2015-02,15,3954377590.0,0.0,14356.0,172719710.0,0.0,2271.0,0.7576140501177983,1741249.489211801
Danang : Guangzhou,2015-03,16,2332768883.5,0.0,7361.0,54552087.0,0.0,2493.0,0.7905667701863355,935727.5906538307
Danang : Guangzhou,2015-04,18,3561624600.0,0.0,8644.0,70780350.0,0.0,2987.0,0.845663477784917,1192375.1590224304
Danang : Guangzhou,2015-05,14,3089766360.0,0.0,11892.0,79190726.0,0.0,2354.0,0.8665858397331946,1312560.0509770603
Danang : Guangzhou,2015-06,17,666998438.8,0.0,11255.0,173175279.0,0.0,3015.0,0.9162986783918965,221226.67953565504
Danang : Guangzhou,2015-07,14,574580058.0,0.0,7077.0,64006297.0,0.0,1976.0,0.7453530887617416,290779.38157894736
Danang : Guangzhou,2015-08,17,1285595698.34,0.0,12261.0,196407935.0,0.0,2397.0,0.7361728799465813,536335.2934251147
Danang : Guangzhou,2015-09,16,5497401980.0,0.0,13191.0,74079042.0,0.0,2167.0,0.7123564333904476,2536872.1642824183
Danang : Guangzhou,2015-10,16,5379869630.0,0.0,11569.0,98244666.0,0.0,2040.0,0.6952705178309722,2637190.995098039
Danang : Guangzhou,2015-11,16,5340710990.0,0.0,18652.0,180452739.0,0.0,1989.0,0.6415938236239024,2685123.675213675
Danang : Guangzhou,2015-12,17,6060855430.0,0.0,8903.0,54744540.0,0.0,2215.0,0.700011338868381,2736277.8465011287
Danang : Guangzhou,2016-01,15,6395314820.0,0.0,7793.0,54859469.0,0.0,2545.0,0.8878507174983937,2512893.8388998033
Danang : Guangzhou,2016-02,17,6489276966.0,894000.0,8188.0,57522180.0,0.0,2430.0,0.7649215296515655,2670484.348148148
Danang : Guangzhou,2016-03,16,6031241520.0,0.0,4145.0,38218855.0,0.0,2314.0,0.7632422627971729,2606413.7942955922
Danang : Guangzhou,2016-04,16,5788282470.0,0.0,10959.0,68880224.0,0.0,2218.0,0.7428735409081174,2609685.5139765553
Danang : Guangzhou,2016-05,26,11339591640.0,0.0,16515.0,164802052.0,0.0,3882.0,0.7895231642420548,2921069.459041731
Danang : Guangzhou,2016-06,35,14347471920.0,3258522.8,15936.0,169470718.0,0.0,4722.0,0.7189288009056696,3038431.156289708
Danang : Guangzhou,2016-07,30,7850758240.0,18771220.0,27103.0,215034924.0,0.0,2801.0,0.5059650752472881,2802841.2138521955
Danang : Guangzhou,2016-08,31,9691803544.0,556780.0,24177.0,190246973.0,0.0,3427.0,0.6019469877239705,2828072.233440327
Danang : Guangzhou,2016-09,21,7342679300.0,1119000.0,18761.0,200648843.0,0.0,2843.0,0.7357660455486542,2582722.2300386913
Danang : Guangzhou,2016-10,22,6801266586.0,2955200.0,20346.0,106339010.0,0.0,2569.0,0.6346343873517787,2647437.3631763333
Danang : Guangzhou,2016-11,18,6286349660.0,15803320.0,21762.0,204195592.0,0.0,2091.0,0.6333964338055691,3006384.342419895
Danang : Guangzhou,2016-12,16,6822459620.0,1277640.0,6987.0,210100967.0,0.0,2040.0,0.6929347826086957,3344342.9509803923
Danang : Guangzhou,2017-01,15,5347016600.0,4563750.0,19959.0,275677966.0,0.0,1857.0,0.6728260869565218,2879384.2757135164
Danang : Guangzhou,2017-02,16,5804539550.0,3408440.0,18335.0,328151925.0,0.0,2055.0,0.701819736199316,2824593.4549878347
Danang : Guangzhou,2017-03,15,5311155460.0,2845170.0,4978.0,44250886.0,0.0,1994.0,0.7248453020680671,2663568.4353059176
Danang : Guangzhou,2017-04,15,4825763790.0,0.0,9128.0,53382293.0,0.0,1869.0,0.6771739130434783,2582003.0979133225
Danang : Guangzhou,2017-05,16,6632324100.0,2964000.0,10308.0,55666890.0,0.0,2438.0,0.8427462445041524,2720395.447087777
Danang : Guangzhou,2017-06,18,9422137740.0,4328004.0,17501.0,177463729.0,0.0,3461.0,0.9363262924450027,2722374.383126264
Danang : Guangzhou,2017-07,16,6433892910.0,4554000.0,15532.0,126568841.0,0.0,2398.0,0.8163585429897411,2683024.5663052546
Danang : Guangzhou,2017-08,18,7235825130.0,6258000.0,16818.0,81376581.0,0.0,2561.0,0.6956520769845147,2825390.523233112
Danang : Guangzhou,2017-09,25,7443385226.0,11390280.0,19337.0,170603165.0,0.0,2878.0,0.6342403517342452,2586304.8040305767
Danang : Guangzhou,2017-10,25,10140797160.0,8083500.0,21482.0,196276735.0,0.0,3863.0,0.8507303370786516,2625109.2829407197
Danang : Guangzhou,2017-11,24,9583167774.0,7174000.0,29207.0,194606261.0,0.0,3549.0,0.7961273175611231,2700244.512256974
Danang : Guangzhou,2017-12,26,15222861620.0,2611841.0,22000.0,99816630.0,0.0,4905.0,0.9069136725932625,3103539.5759429154
Danang : Guangzhou,2018-01,22,10107901880.0,3990000.0,6930.0,54037573.0,0.0,3650.0,0.8995846542656003,2769288.1863013697
Danang : Guangzhou,2018-02,15,8541154650.0,15560495.0,10090.0,82011701.0,0.0,2861.0,0.9221392874991076,2985373.872771758
Danang : Guangzhou,2018-03,21,10194743720.0,13982740.0,12540.0,69845871.0,0.0,3481.0,0.8345100408979185,2928682.4820453892
Danang : Guangzhou,2018-04,24,10609772450.0,1712625.0,8913.0,99077793.0,0.0,3775.0,0.8281788705366417,2810535.7483443706
Danang : Guangzhou,2018-05,25,12086362360.0,16547500.0,24537.0,164521274.0,0.0,4265.0,0.867007924609124,2833848.1500586164
Danang : Guangzhou,2018-06,23,11319850800.0,15049100.0,18355.0,110255212.0,0.0,4074.0,0.9006734986543996,2778559.351988218
Danang : Guangzhou,2018-07,26,8398786180.0,10518000.0,18177.0,119949294.0,0.0,3349.0,0.6781669280805948,2507848.963869812
Danang : Guangzhou,2018-08,25,8603497330.0,15903847.0,18836.0,128815659.0,0.0,3193.0,0.6900928548566809,2694487.1061697463
Danang : Guangzhou,2018-09,25,9622875890.0,19335400.0,19264.0,99946300.0,0.0,3668.0,0.7582437352752196,2623466.709378408
Danang : Guangzhou,2018-10,26,9823975800.0,10515000.0,23071.0,141188693.0,0.0,3435.0,0.7114863630970044,2859963.8427947597
Danang : Guangzhou,2018-11,24,10289434350.0,16095390.0,21049.0,109285427.0,0.0,3529.0,0.7613643644670441,2915679.8951544347
Danang : Guangzhou,2018-12,26,13771445650.0,2325000.0,7530.0,39611536.0,0.0,4250.0,0.8788799860163756,3240340.1529411767
Danang : Guangzhou,2019-01,24,12250172190.0,16052000.0,12143.0,131341768.0,0.0,3946.0,0.8549307935318056,3104453.165230613
Danang : Guangzhou,2019-02,20,10034812010.0,16768415.0,10353.0,89591255.0,0.0,2884.0,0.7695820328198661,3479477.1185852983
Danang : Guangzhou,2019-03,23,9544491250.0,8352100.0,13149.0,106502311.0,0.0,3318.0,0.779776295814686,2876579.641350211
Danang : Guangzhou,2019-04,24,10684858080.0,5632440.0,18770.0,135264273.0,0.0,3398.0,0.7325768671643312,3144454.9970570924
Danang : Guangzhou,2019-05,26,11595061740.0,5592000.0,17286.0,107062936.0,0.0,3943.0,0.774992627775506,2940669.98224702
Danang : Guangzhou,2019-06,25,12016069350.0,2818000.0,19515.0,114283976.0,0.0,4098.0,0.8237449132576569,2932178.953147877
Danang : Guangzhou,2019-07,26,8049661730.0,0.0,12288.0,78363159.0,0.0,2950.0,0.6131361910414097,2728698.8915254236
Danang : Guangzhou,2019-08,27,10364516220.0,14020743.0,13198.0,141959133.0,0.0,3685.0,0.7053119039731071,2812623.1261872454
Danang : Guangzhou,2019-09,24,8977934910.0,14420000.0,10363.0,87701967.0,0.0,3288.0,0.6880175983436853,2730515.4835766423
Danang : Guangzhou,2019-10,34,9235847084.0,10245210.0,11154.0,103509440.0,0.0,3348.0,0.5218745580707899,2758616.2138590203
Danang : Guangzhou,2019-11,29,9832202722.0,17602211.0,9750.0,83287618.0,0.0,3284.0,0.5835295911296027,2993971.596224117
Danang : Guangzhou,2019-12,2,750206100.0,26622048.0,0.0,0.0,0.0,183.0,0.4507389162561576,4099486.8852459015
Danang : Hangzhou,2015-01,17,4422928886.0,0.0,16067.0,169699463.0,0.0,2462.0,0.7634160860746098,1796478.020308692
Danang : Hangzhou,2015-02,31,12093950390.0,0.0,40871.0,508982247.0,0.0,4025.0,0.6754364753107317,3004708.1714285715
Danang : Hangzhou,2015-03,34,12106128940.0,0.0,30055.0,385676604.0,0.0,4150.0,0.6380940307157346,2917139.503614458
Danang : Hangzhou,2015-04,33,13618113140.0,0.0,39124.0,525619984.0,0.0,4675.0,0.750351285396263,2912965.377540107
Danang : Hangzhou,2015-05,31,12815128460.0,0.0,30633.0,400703854.0,0.0,4467.0,0.7469531363350582,2868844.5175733157
Danang : Hangzhou,2015-06,33,23557060850.0,0.0,24637.0,336712106.0,0.0,5374.0,0.8674583162963972,4383524.534797171
Danang : Hangzhou,2015-07,30,14017995500.0,0.0,21702.0,334175172.0,0.0,4384.0,0.765835832083958,3197535.469890511
Danang : Hangzhou,2015-08,33,9082914048.0,0.0,23788.0,350997271.0,0.0,3546.0,0.5705815923207228,2561453.4822335024
Danang : Hangzhou,2015-09,29,9172152630.0,0.0,11591.0,186506362.0,0.0,3406.0,0.6247778446526999,2692939.7034644745
Danang : Hangzhou,2015-10,34,10632781650.0,1127000.0,5177.0,73603424.0,0.0,4105.0,0.639967306262835,2590202.594397077
Danang : Hangzhou,2015-11,31,10854270670.0,0.0,8439.0,91766921.0,0.0,3923.0,0.6557000877441463,2766829.1282182005
Danang : Hangzhou,2015-12,32,14634012920.0,0.0,1585.0,13696395.0,0.0,5034.0,0.8338174662668666,2907034.747715534
Danang : Hangzhou,2016-01,34,12862120960.0,0.0,37069.0,293991429.0,0.0,4840.0,0.7551505234777569,2657463.008264463
Danang : Hangzhou,2016-02,32,14652803930.0,558414.0,25102.0,213256906.0,0.0,5150.0,0.8505975775404834,2845204.646601942
Danang : Hangzhou,2016-03,34,12376385810.0,558000.0,18223.0,139347348.0,0.0,4222.0,0.6557220339410127,2931403.555187115
Danang : Hangzhou,2016-04,31,12246972740.0,0.0,18899.0,135091696.0,0.0,4221.0,0.731064191406601,2901438.696991234
Danang : Hangzhou,2016-05,34,14908695220.0,0.0,20104.0,116018492.0,0.0,5065.0,0.8003918208962746,2943473.883514314
Danang : Hangzhou,2016-06,36,15122299280.0,0.0,11953.0,102607466.0,0.0,5240.0,0.7790100485471549,2885934.9770992366
Danang : Hangzhou,2016-07,32,9996254440.0,0.0,7050.0,55116546.0,0.0,3667.0,0.6124119859713001,2726003.392418871
Danang : Hangzhou,2016-08,33,7105838506.0,6720000.0,25841.0,196539489.0,0.0,2528.0,0.41633728590250324,2810853.8393987343
Danang : Hangzhou,2016-09,33,6781728946.0,0.0,38553.0,261360738.0,0.0,2508.0,0.41304347826086957,2704038.654704944
Danang : Hangzhou,2016-10,36,8429037900.0,0.0,41196.0,329205958.0,0.0,3156.0,0.47624622680633993,2670797.813688213
Danang : Hangzhou,2016-11,20,7384449040.0,0.0,14591.0,98755748.0,0.0,2537.0,0.680958181623474,2910701.237682302
Danang : Hangzhou,2016-12,21,10994752790.0,5448000.0,6283.0,52062135.0,0.0,3515.0,0.8086857081663249,3127952.429587482
Danang : Hangzhou,2017-01,15,6218069670.0,0.0,15023.0,102858291.0,0.0,2360.0,0.8550724637681159,2634775.283898305
Danang : Hangzhou,2017-02,31,13312933100.0,0.0,34204.0,253145289.0,0.0,4767.0,0.8324715988197585,2792727.7323264107
Danang : Hangzhou,2017-03,35,14611058510.0,1140000.0,35833.0,249175916.0,0.0,5368.0,0.829713545543211,2721881.242548435
Danang : Hangzhou,2017-04,32,14279788480.0,0.0,37508.0,264888611.0,0.0,5241.0,0.8260384316770186,2724630.5056286966
Danang : Hangzhou,2017-05,33,18763088320.0,0.0,29939.0,228309395.0,0.0,5768.0,0.8659874608150471,3252962.607489598
Danang : Hangzhou,2017-06,29,18345956370.0,0.0,24592.0,175110747.0,0.0,5183.0,0.8804144725666724,3539640.4341115183
Danang : Hangzhou,2017-07,29,14003801840.0,2052000.0,27481.0,213080146.0,0.0,4449.0,0.7658012126941455,3147629.094178467
Danang : Hangzhou,2017-08,33,14312092730.0,3418000.0,32597.0,256597618.0,0.0,3998.0,0.5995184226068784,3579813.089044522
Danang : Hangzhou,2017-09,28,9925666778.0,5118464.0,35672.0,279454253.0,0.0,3107.0,0.5570862527919713,3194614.3476021886
Danang : Hangzhou,2017-10,34,15979711656.0,3169000.0,41209.0,323923072.0,0.0,5489.0,0.7996453453945297,2911224.5684095463
Danang : Hangzhou,2017-11,34,17765220220.0,569000.0,47921.0,375552725.0,0.0,4509.0,0.6198648353841655,3939946.821911732
Danang : Hangzhou,2017-12,34,24073508700.0,7614820.0,8736.0,89398084.0,0.0,6936.0,0.8850767893364243,3470805.7525951555
Danang : Hangzhou,2018-01,33,16962715310.0,1987292.0,18736.0,154118986.0,0.0,5311.0,0.7928048962531721,3193883.507813971
Danang : Hangzhou,2018-02,31,18261734470.0,2940000.0,35288.0,309844552.0,0.0,5717.0,0.9084697282695058,3194286.2462830157
Danang : Hangzhou,2018-03,32,13987177590.0,5030200.0,49788.0,463233100.0,0.0,5332.0,0.8260267187834655,2623251.611027757
Danang : Hangzhou,2018-04,35,12127184860.0,4795350.0,42215.0,399960967.0,0.0,5776.0,0.812948627726953,2099581.8663434903
Danang : Hangzhou,2018-05,31,18462984440.0,2296884.0,15799.0,150896342.0,0.0,5572.0,0.8854282536151279,3313529.1529073943
Danang : Hangzhou,2018-06,32,21922815840.0,5314610.0,24305.0,200901061.0,0.0,6134.0,0.9442733990147784,3573983.6713400716
Danang : Hangzhou,2018-07,35,17244737930.0,826236.0,44571.0,380541949.0,0.0,4962.0,0.7102843986170181,3475360.324465941
Danang : Hangzhou,2018-08,33,18026654780.0,5379700.0,30550.0,246305908.0,0.0,4847.0,0.7296295034301031,3719136.5339385187
Danang : Hangzhou,2018-09,30,12158823620.0,935600.0,28430.0,262394316.0,0.0,3632.0,0.6246848185056748,3347693.7279735683
Danang : Hangzhou,2018-10,32,11584520750.0,6812904.0,37568.0,282531189.0,0.0,3437.0,0.5348968930713215,3370532.6592958975
Danang : Hangzhou,2018-11,33,15316247020.0,6887600.0,32376.0,271808604.0,0.0,4587.0,0.6966647002633223,3339055.37824286
Danang : Hangzhou,2018-12,35,22402750740.0,12466961.0,10811.0,91899422.0,0.0,6192.0,0.8714989444053484,3618015.3003875967
Danang : Hangzhou,2019-01,35,17061672040.0,4525349.0,23725.0,201822344.0,0.0,5203.0,0.7450396591431412,3279198.931385739
Danang : Hangzhou,2019-02,31,17843574460.0,6607480.0,28186.0,265496416.0,0.0,5283.0,0.8395042110281266,3377545.799734999
Danang : Hangzhou,2019-03,31,17961532810.0,4450000.0,24542.0,210060154.0,0.0,4701.0,0.7697303422021707,3820789.791533716
Danang : Hangzhou,2019-04,32,21285800430.0,1872000.0,11984.0,115379433.0,0.0,4719.0,0.7462376512636539,4510659.129052766
